UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Davis,East Los Angeles College,MAT 027A,Not Articulated,,,
University of California Davis,East Los Angeles College,MAT 067,Not Articulated,,,
University of California Davis,East Los Angeles College,BIS 002A; BIS 002B; BIS 002C,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California Davis,East Los Angeles College,CHE 002A; CHE 002B; CHE 002C,CHEM 101 (5.00); CHEM 102 (5.00),,,
University of California Davis,East Los Angeles College,CHE 004A,Not Articulated,,,
University of California Davis,East Los Angeles College,CHE 004B,Not Articulated,,,
University of California Davis,East Los Angeles College,CHE 004C,Not Articulated,,,
University of California Davis,East Los Angeles College,PHY 009A,PHYSICS 101 (5.00),,,
University of California Davis,East Los Angeles College,PHY 009B,PHYSICS 102 (5.00); PHYSICS 103 (5.00),,,
University of California Davis,East Los Angeles College,PHY 009C,PHYSICS 102 (5.00); PHYSICS 103 (5.00),,,
University of California Irvine,East Los Angeles College,I&C SCI 31; I&C SCI 32; I&C SCI 33,MATH 173 (4.00); MATH 273 (4.00),,,
University of California Irvine,East Los Angeles College,MATH 2A,MATH 261 (5.00),,,
University of California Irvine,East Los Angeles College,MATH 2B,MATH 262 (5.00),,,
University of California Irvine,East Los Angeles College,MATH 3A,MATH 270 (3.00),,,
University of California Irvine,East Los Angeles College,I&C SCI 6N,Not Articulated,,,
University of California Irvine,East Los Angeles College,I&C SCI 6B,MATH 272 (5.00),,,
University of California Irvine,East Los Angeles College,I&C SCI 6D,MATH 272 (5.00),,,
University of California Irvine,East Los Angeles College,I&C SCI 45C,Not Articulated,,,
University of California Irvine,East Los Angeles College,I&C SCI 46,Not Articulated,,,
University of California Irvine,East Los Angeles College,I&C SCI 51,Not Articulated,,,
University of California Irvine,East Los Angeles College,I&C SCI 53,Not Articulated,,,
University of California Irvine,East Los Angeles College,IN4MATX 43,Not Articulated,,,
University of California Irvine,East Los Angeles College,STATS 67,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,COM SCI 31,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,COM SCI 32,MATH 273 (4.00),,,
University of California Los Angeles,East Los Angeles College,COM SCI 33,CS 130 (3.00),,,
University of California Los Angeles,East Los Angeles College,COM SCI 35L,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,COM SCI M51A,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,EC ENGR M16,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,MATH 31A,MATH 261 (5.00),,,
University of California Los Angeles,East Los Angeles College,MATH 31B,MATH 262 (5.00),,,
University of California Los Angeles,East Los Angeles College,MATH 32A,MATH 263 (5.00),,,
University of California Los Angeles,East Los Angeles College,MATH 32B,MATH 263 (5.00),,,
University of California Los Angeles,East Los Angeles College,MATH 33A,MATH 270 (3.00),,,
University of California Los Angeles,East Los Angeles College,MATH 33B,MATH 275 (3.00),,,
University of California Los Angeles,East Los Angeles College,MATH 61,MATH 272 (5.00),,,
University of California Los Angeles,East Los Angeles College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYSICS 101 (5.00); PHYSICS 102 (5.00); PHYSICS 103 (5.00),,,
University of California Los Angeles,East Los Angeles College,PHYSICS 4AL,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,PHYSICS 4BL,Not Articulated,,,
University of California Los Angeles,East Los Angeles College,ENGCOMP 3,ENGLISH 101 (3.00),,,
University of California Los Angeles,East Los Angeles College,,ENGLISH 102 (3.00),ENGLISH 103 (3.00),,
University of California Los Angeles,East Los Angeles College,,MATH 173 (4.00),,,
University of California Merced,East Los Angeles College,CSE 022,CS 113 (3.00),CS 116 (3.00),CS 119 (3.00),
University of California Merced,East Los Angeles College,CSE 030,MATH 273 (4.00),CS 136 (3.00),,
University of California Merced,East Los Angeles College,MATH 021,MATH 261 (5.00),,,
University of California Merced,East Los Angeles College,MATH 022,MATH 262 (5.00),,,
University of California Merced,East Los Angeles College,MATH 023,MATH 263 (5.00),,,
University of California Merced,East Los Angeles College,MATH 024,MATH 270 (3.00); MATH 275 (3.00),,,
University of California Merced,East Los Angeles College,PHYS 008; PHYS 008L,PHYSICS 101 (5.00),,,
University of California Merced,East Los Angeles College,PHYS 009; PHYS 009L,PHYSICS 102 (5.00),,,
University of California Merced,East Los Angeles College,CSE 015,MATH 272 (5.00),CS 131 (3.00),,
University of California Merced,East Los Angeles College,CSE 022,CS 113 (3.00),CS 116 (3.00),CS 119 (3.00),
University of California Merced,East Los Angeles College,CSE 024,CS 216 (3.00),,,
University of California Merced,East Los Angeles College,CSE 030,MATH 273 (4.00),CS 136 (3.00),,
University of California Merced,East Los Angeles College,CSE 031,CS 130 (3.00),,,
University of California Merced,East Los Angeles College,ENGR 065,ENG GEN 220 (4.00),,,
University of California Merced,East Los Angeles College,ENGR 091,Not Articulated,,,
University of California Merced,East Los Angeles College,MATH 032,ENG GEN 221 (3.00),,,
University of California Merced,East Los Angeles College,ENGR 080,Not Articulated,,,
University of California Merced,East Los Angeles College,WRI 001,ENGLISH 101 (3.00),,,
University of California Merced,East Los Angeles College,WRI 010,ENGLISH 102 (3.00),ENGLISH 103 (3.00),,
University of California Riverside,East Los Angeles College,CS 10A,CS 116 (3.00),CS 113 (3.00),MATH 173 (4.00),MATH 273 (4.00)
University of California Riverside,East Los Angeles College,CS 10B,Not Articulated,,,
University of California Riverside,East Los Angeles College,MATH 9A; MATH 9B; MATH 9C,MATH 261 (5.00); MATH 262 (5.00),,,
University of California Riverside,East Los Angeles College,PHYS 40A,PHYSICS 101 (5.00),,,
University of California Riverside,East Los Angeles College,CS 11,MATH 272 (5.00),,,
University of California Riverside,East Los Angeles College,CS 10C,Not Articulated,,,
University of California Riverside,East Los Angeles College,CS 61,Not Articulated,,,
University of California Riverside,East Los Angeles College,MATH 10A,MATH 263 (5.00),,,
University of California Riverside,East Los Angeles College,PHYS 40B,PHYSICS 101 (5.00); PHYSICS 102 (5.00),,,
University of California Riverside,East Los Angeles College,PHYS 40C,PHYSICS 102 (5.00),,,
University of California Riverside,East Los Angeles College,EE 20B,Not Articulated,,,
University of California Riverside,East Los Angeles College,MATH 31,MATH 270 (3.00),,,
University of California San Diego,East Los Angeles College,CSE 8A,CS 116 (3.00),CS 119 (3.00),,
University of California San Diego,East Los Angeles College,CSE 8B,Not Articulated,,,
University of California San Diego,East Los Angeles College,CSE 11,CS 113 (3.00); CS 136 (3.00),CS 216 (3.00),,
University of California San Diego,East Los Angeles College,CSE 12,CS 136 (3.00),,,
University of California San Diego,East Los Angeles College,CSE 15L,Not Articulated,,,
University of California San Diego,East Los Angeles College,CSE 20,MATH 272 (5.00),,,
University of California San Diego,East Los Angeles College,CSE 21,Not Articulated,,,
University of California San Diego,East Los Angeles College,CSE 30,Not Articulated,,,
University of California San Diego,East Los Angeles College,MATH 18,MATH 270 (3.00),,,
University of California San Diego,East Los Angeles College,MATH 20A,MATH 261 (5.00),,,
University of California San Diego,East Los Angeles College,MATH 20B,MATH 262 (5.00),,,
University of California San Diego,East Los Angeles College,MATH 20C,MATH 263 (5.00),,,
University of California San Diego,East Los Angeles College,BILD 1,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California San Diego,East Los Angeles College,BILD 2,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California San Diego,East Los Angeles College,BILD 3,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California San Diego,East Los Angeles College,CHEM 6A,CHEM 101 (5.00),,,
University of California San Diego,East Los Angeles College,CHEM 6B,CHEM 101 (5.00); CHEM 102 (5.00),,,
University of California San Diego,East Los Angeles College,PHYS 2A,PHYSICS 101 (5.00),,,
University of California San Diego,East Los Angeles College,PHYS 2B,PHYSICS 102 (5.00),,,
University of California San Diego,East Los Angeles College,PHYS 4A,Not Articulated,,,
University of California San Diego,East Los Angeles College,PHYS 4B,Not Articulated,,,
University of California Santa Barbara,East Los Angeles College,MATH 3A,MATH 261 (5.00),,,
University of California Santa Barbara,East Los Angeles College,MATH 3B,MATH 262 (5.00),,,
University of California Santa Barbara,East Los Angeles College,MATH 4A,MATH 270 (3.00),,,
University of California Santa Barbara,East Los Angeles College,MATH 4B,MATH 275 (3.00),,,
University of California Santa Barbara,East Los Angeles College,CMPSC 16,CS 116 (3.00),MATH 173 (4.00),,
University of California Santa Barbara,East Los Angeles College,CMPSC 24,CS 136 (3.00),MATH 273 (4.00),,
University of California Santa Barbara,East Los Angeles College,CMPSC 40,MATH 272 (5.00),,,
University of California Santa Barbara,East Los Angeles College,CMPSC 32,Not Articulated,,,
University of California Santa Barbara,East Los Angeles College,CMPSC 64,CS 130 (3.00),,,
University of California Santa Barbara,East Los Angeles College,MATH 6A,MATH 263 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 1,PHYSICS 101 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 2,PHYSICS 101 (5.00); PHYSICS 102 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 3; PHYS 3L,PHYSICS 101 (5.00); PHYSICS 102 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYSICS 006 (4.00); PHYSICS 007 (4.00),PHYSICS 021 (4.00); PHYSICS 022 (4.00),,
University of California Santa Barbara,East Los Angeles College,PHYS 7A,PHYSICS 101 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 7B,PHYSICS 101 (5.00); PHYSICS 102 (5.00); PHYSICS 103 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 7C,PHYSICS 102 (5.00); PHYSICS 103 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 7D,PHYSICS 102 (5.00); PHYSICS 103 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PHYS 7L,PHYSICS 101 (5.00); PHYSICS 102 (5.00),,,
University of California Santa Barbara,East Los Angeles College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 101 (5.00); CHEM 102 (5.00),,,
University of California Santa Barbara,East Los Angeles College,MCDB 1A; MCDB 1LL,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California Santa Barbara,East Los Angeles College,MCDB 1B,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California Santa Barbara,East Los Angeles College,PSTAT 120A,Not Articulated,,,
University of California Santa Cruz,East Los Angeles College,CSE 12,Not Articulated,,,
University of California Santa Cruz,East Los Angeles College,CSE 16,MATH 272 (5.00),,,
University of California Santa Cruz,East Los Angeles College,CSE 30,MATH 273 (4.00),,,
University of California Santa Cruz,East Los Angeles College,MATH 19A,MATH 261 (5.00),,,
University of California Santa Cruz,East Los Angeles College,MATH 19B,MATH 262 (5.00),,,
University of California Santa Cruz,East Los Angeles College,AM 10,MATH 270 (3.00),,,
University of California Santa Cruz,East Los Angeles College,MATH 21,MATH 270 (3.00),,,
University of California Santa Cruz,East Los Angeles College,AM 30,MATH 263 (5.00),,,
University of California Santa Cruz,East Los Angeles College,MATH 23A,MATH 263 (5.00),,,
