UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Davis,Los Angeles Mission College,MAT 021C,MATH 263 (5.00),,,
University of California Davis,Los Angeles Mission College,MAT 022A,MATH 270 (3.00),,,
University of California Davis,Los Angeles Mission College,MAT 027A,Not Articulated,,,
University of California Davis,Los Angeles Mission College,MAT 067,Not Articulated,,,
University of California Davis,Los Angeles Mission College,BIS 002A,BIOLOGY 006 (5.00),,,
University of California Davis,Los Angeles Mission College,BIS 002B,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California Davis,Los Angeles Mission College,BIS 002C,BIOLOGY 007 (5.00),,,
University of California Davis,Los Angeles Mission College,CHE 002A; CHE 002B; CHE 002C,CHEM 101 (5.00); CHEM 102 (5.00),,,
University of California Davis,Los Angeles Mission College,CHE 004A,Not Articulated,,,
University of California Davis,Los Angeles Mission College,CHE 004B,Not Articulated,,,
University of California Davis,Los Angeles Mission College,CHE 004C,Not Articulated,,,
University of California Davis,Los Angeles Mission College,PHY 009A,PHYSICS 037 (5.00),,,
University of California Davis,Los Angeles Mission College,PHY 009B,PHYSICS 038 (5.00); PHYSICS 039 (5.00),,,
University of California Davis,Los Angeles Mission College,PHY 009C,PHYSICS 038 (5.00); PHYSICS 039 (5.00),,,
University of California Irvine,Los Angeles Mission College,I&C SCI 31; I&C SCI 32; I&C SCI 33,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,MATH 2A,MATH 261 (5.00),,,
University of California Irvine,Los Angeles Mission College,MATH 2B,MATH 262 (5.00),,,
University of California Irvine,Los Angeles Mission College,MATH 3A,MATH 270 (3.00),,,
University of California Irvine,Los Angeles Mission College,I&C SCI 6N,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,I&C SCI 6B,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,I&C SCI 6D,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,I&C SCI 45C,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,I&C SCI 46,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,I&C SCI 51,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,I&C SCI 53,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,IN4MATX 43,Not Articulated,,,
University of California Irvine,Los Angeles Mission College,STATS 67,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,COM SCI 31,CS 136 (3.00); CS 216 (3.00),CS 116 (3.00); CS 136 (3.00),CS 216 (3.00),
University of California Los Angeles,Los Angeles Mission College,COM SCI 32,CS 116 (3.00); CS 136 (3.00),CS 136 (3.00); CS 216 (3.00),CS 136 (3.00),
University of California Los Angeles,Los Angeles Mission College,COM SCI 33,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,COM SCI 35L,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,COM SCI M51A,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,EC ENGR M16,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,MATH 31A,MATH 261 (5.00),,,
University of California Los Angeles,Los Angeles Mission College,MATH 31B,MATH 262 (5.00),,,
University of California Los Angeles,Los Angeles Mission College,MATH 32A,MATH 263 (5.00),,,
University of California Los Angeles,Los Angeles Mission College,MATH 32B,MATH 263 (5.00),,,
University of California Los Angeles,Los Angeles Mission College,MATH 33A,MATH 270 (3.00),,,
University of California Los Angeles,Los Angeles Mission College,MATH 33B,MATH 275 (3.00),,,
University of California Los Angeles,Los Angeles Mission College,MATH 61,MATH 272 (5.00),,,
University of California Los Angeles,Los Angeles Mission College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYSICS 037 (5.00); PHYSICS 038 (5.00); PHYSICS 039 (5.00),,,
University of California Los Angeles,Los Angeles Mission College,PHYSICS 4AL,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,PHYSICS 4BL,Not Articulated,,,
University of California Los Angeles,Los Angeles Mission College,ENGCOMP 3,ENGLISH 101 (3.00),,,
University of California Los Angeles,Los Angeles Mission College,,ENGLISH 102 (3.00),PHILOS 005 (3.00),,
University of California Los Angeles,Los Angeles Mission College,,Not Articulated,,,
University of California Merced,Los Angeles Mission College,CSE 022,CS 113 (3.00),CS 116 (3.00),,
University of California Merced,Los Angeles Mission College,CSE 030,CS 136 (3.00),,,
University of California Merced,Los Angeles Mission College,MATH 021,MATH 261 (5.00),,,
University of California Merced,Los Angeles Mission College,MATH 022,MATH 262 (5.00),,,
University of California Merced,Los Angeles Mission College,MATH 023,MATH 263 (5.00),,,
University of California Merced,Los Angeles Mission College,MATH 024,MATH 270 (3.00); MATH 275 (3.00),,,
University of California Merced,Los Angeles Mission College,PHYS 008; PHYS 008L,PHYSICS 037 (5.00),,,
University of California Merced,Los Angeles Mission College,PHYS 009; PHYS 009L,PHYSICS 038 (5.00),,,
University of California Merced,Los Angeles Mission College,CSE 015,MATH 272 (5.00),,,
University of California Merced,Los Angeles Mission College,CSE 022,CS 113 (3.00),CS 116 (3.00),,
University of California Merced,Los Angeles Mission College,CSE 024,CS 216 (3.00),,,
University of California Merced,Los Angeles Mission College,CSE 030,CS 136 (3.00),,,
University of California Merced,Los Angeles Mission College,CSE 031,Not Articulated,,,
University of California Merced,Los Angeles Mission College,ENGR 065,Not Articulated,,,
University of California Merced,Los Angeles Mission College,ENGR 091,Not Articulated,,,
University of California Merced,Los Angeles Mission College,MATH 032,Not Articulated,,,
University of California Merced,Los Angeles Mission College,ENGR 080,Not Articulated,,,
University of California Merced,Los Angeles Mission College,WRI 001,ENGLISH 101 (3.00),ENGLISH 101X (3.00),ENGLISH 101Y (3.50),ENGLISH 101Z (4.00)
University of California Merced,Los Angeles Mission College,WRI 010,ENGLISH 102 (3.00),ENGLISH 103 (3.00),PHILOS 005 (3.00),
University of California Riverside,Los Angeles Mission College,CS 10A,CS 114 (3.00),CS 216 (3.00),,
University of California Riverside,Los Angeles Mission College,CS 10B,CS 113 (3.00),,,
University of California Riverside,Los Angeles Mission College,MATH 9A; MATH 9B; MATH 9C,MATH 261 (5.00); MATH 262 (5.00),,,
University of California Riverside,Los Angeles Mission College,PHYS 40A,PHYSICS 037 (5.00),,,
University of California Riverside,Los Angeles Mission College,CS 11,MATH 272 (5.00),,,
University of California Riverside,Los Angeles Mission College,CS 10C,CS 136 (3.00),,,
University of California Riverside,Los Angeles Mission College,CS 61,Not Articulated,,,
University of California Riverside,Los Angeles Mission College,MATH 10A,MATH 263 (5.00),,,
University of California Riverside,Los Angeles Mission College,PHYS 40B,PHYSICS 037 (5.00); PHYSICS 038 (5.00); PHYSICS 039 (5.00),,,
University of California Riverside,Los Angeles Mission College,PHYS 40C,PHYSICS 038 (5.00),,,
University of California Riverside,Los Angeles Mission College,EE 20B,Not Articulated,,,
University of California Riverside,Los Angeles Mission College,MATH 31,MATH 270 (3.00),,,
University of California San Diego,Los Angeles Mission College,CSE 8A,CS 116 (3.00),,,
University of California San Diego,Los Angeles Mission College,CSE 8B,Not Articulated,,,
University of California San Diego,Los Angeles Mission College,CSE 11,CS 113 (3.00); CS 136 (3.00),CS 216 (3.00),,
University of California San Diego,Los Angeles Mission College,CSE 12,CS 136 (3.00),,,
University of California San Diego,Los Angeles Mission College,CSE 15L,Not Articulated,,,
University of California San Diego,Los Angeles Mission College,CSE 20,Not Articulated,,,
University of California San Diego,Los Angeles Mission College,CSE 21,Not Articulated,,,
University of California San Diego,Los Angeles Mission College,CSE 30,Not Articulated,,,
University of California San Diego,Los Angeles Mission College,MATH 18,MATH 270 (3.00),,,
University of California San Diego,Los Angeles Mission College,MATH 20A,MATH 261 (5.00),MATH 247 (4.00),,
University of California San Diego,Los Angeles Mission College,MATH 20B,MATH 262 (5.00),,,
University of California San Diego,Los Angeles Mission College,MATH 20C,MATH 263 (5.00),,,
University of California San Diego,Los Angeles Mission College,BILD 1,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California San Diego,Los Angeles Mission College,BILD 2,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California San Diego,Los Angeles Mission College,BILD 3,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California San Diego,Los Angeles Mission College,CHEM 6A,CHEM 101 (5.00),,,
University of California San Diego,Los Angeles Mission College,CHEM 6B,CHEM 101 (5.00); CHEM 102 (5.00),,,
University of California San Diego,Los Angeles Mission College,PHYS 2A,PHYSICS 037 (5.00),,,
University of California San Diego,Los Angeles Mission College,PHYS 2B,PHYSICS 038 (5.00),,,
University of California San Diego,Los Angeles Mission College,PHYS 4A,Not Articulated,,,
University of California San Diego,Los Angeles Mission College,PHYS 4B,Not Articulated,,,
University of California Santa Barbara,Los Angeles Mission College,MATH 3A,MATH 261 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,MATH 3B,MATH 262 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,MATH 4A,MATH 270 (3.00),,,
University of California Santa Barbara,Los Angeles Mission College,MATH 4B,MATH 275 (3.00),,,
University of California Santa Barbara,Los Angeles Mission College,CMPSC 16,CS 114 (3.00),CS 116 (3.00),CS 216 (3.00),
University of California Santa Barbara,Los Angeles Mission College,CMPSC 24,Not Articulated,,,
University of California Santa Barbara,Los Angeles Mission College,CMPSC 40,MATH 272 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,CMPSC 32,Not Articulated,,,
University of California Santa Barbara,Los Angeles Mission College,CMPSC 64,Not Articulated,,,
University of California Santa Barbara,Los Angeles Mission College,MATH 6A,MATH 263 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 1,PHYSICS 037 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 2,PHYSICS 037 (5.00); PHYSICS 039 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 3; PHYS 3L,PHYSICS 038 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYSICS 006 (4.00); PHYSICS 007 (4.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 7A,PHYSICS 037 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 7B,PHYSICS 037 (5.00); PHYSICS 038 (5.00); PHYSICS 039 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 7C,PHYSICS 038 (5.00); PHYSICS 039 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 7D,PHYSICS 039 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PHYS 7L,PHYSICS 037 (5.00); PHYSICS 038 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 101 (5.00); CHEM 102 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,MCDB 1A; MCDB 1LL,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,MCDB 1B,BIOLOGY 006 (5.00); BIOLOGY 007 (5.00),,,
University of California Santa Barbara,Los Angeles Mission College,PSTAT 120A,Not Articulated,,,
University of California Santa Cruz,Los Angeles Mission College,CSE 12,Not Articulated,,,
University of California Santa Cruz,Los Angeles Mission College,CSE 16,MATH 272 (5.00),,,
University of California Santa Cruz,Los Angeles Mission College,CSE 30,CS 136 (3.00),,,
University of California Santa Cruz,Los Angeles Mission College,MATH 19A,MATH 261 (5.00),,,
University of California Santa Cruz,Los Angeles Mission College,MATH 19B,MATH 262 (5.00),,,
University of California Santa Cruz,Los Angeles Mission College,AM 10,MATH 270 (3.00),,,
University of California Santa Cruz,Los Angeles Mission College,MATH 21,MATH 270 (3.00),,,
University of California Santa Cruz,Los Angeles Mission College,AM 30,Not Articulated,,,
University of California Santa Cruz,Los Angeles Mission College,MATH 23A,MATH 263 (5.00),,,
